168	726	859	990	425	479	682	665	161	934	
524	424	263	278	443	946	913	162	797	446	
591	958	374	220	379	687	223	640	514	694	
209	975	157	73	541	293	920	715	575	281	
392	955	710	808	255	1000	327	589	261	862	
428	303	862	986	750	943	165	317	867	592	
46	772	288	71	295	612	733	743	449	896	
555	80	1	251	800	14	288	961	583	829	
289	643	292	718	415	426	966	63	494	90	
503	321	726	242	799	127	813	602	318	60	
426	704	51	993	591	365	250	208	254	460	
294	759	60	754	750	646	320	127	810	590	
71	750	895	312	700	779	102	431	103	7	
52	294	664	985	182	334	155	462	793	352	
592	825	386	978	475	900	281	865	502	399	
637	601	42	777	151	622	874	325	704	25	
205	966	84	262	207	752	6	295	234	846	
266	735	634	658	32	862	205	308	555	609	
854	733	255	799	538	248	899	353	925	506	
802	317	995	389	246	819	792	996	336	921	
561	404	510	467	906	259	226	572	113	569	
97	321	813	434	673	67	320	483	408	77	
317	985	562	450	638	408	422	159	219	984	
373	470	352	149	464	774	868	365	90	770	
415	466	723	30	258	642	119	383	581	718	
884	451	490	110	742	659	971	516	703	725	
585	206	640	565	937	748	650	165	901	32	
288	207	525	628	543	900	409	66	46	532	
654	661	470	637	311	943	494	166	699	203	
393	184	654	390	96	570	859	204	832	865	
735	540	371	610	241	47	386	263	859	280	
273	483	831	471	959	607	409	332	41	424	
8	453	882	653	543	580	346	276	200	480	
246	487	721	144	179	74	129	1000	892	414	
688	525	228	627	893	367	483	253	789	518	
209	339	575	588	388	198	687	492	555	54	
548	866	353	825	19	944	103	326	870	940	
509	823	663	499	322	297	67	643	677	731	
826	204	203	104	143	135	698	859	146	622	
418	549	675	528	701	204	176	837	118	895	
586	647	236	507	863	940	293	264	262	520	
640	839	189	758	72	383	51	111	283	279	
215	819	198	415	954	986	622	268	360	93	
573	350	923	227	347	317	212	619	233	483	
499	287	621	9	221	579	973	390	152	95	
32	844	212	652	658	52	235	664	248	463	
919	920	300	610	514	957	413	266	504	409	
283	373	377	892	473	155	240	300	570	489	
776	94	897	96	773	40	997	383	89	469	
762	444	984	692	303	132	333	51	219	759	
281	999	488	580	974	984	358	223	865	556	
860	447	211	36	713	999	301	25	103	100	
984	12	562	435	41	92	456	306	935	82	
802	231	652	165	622	989	165	125	927	564	
524	110	169	409	576	13	384	546	505	429	
178	166	174	519	209	406	761	713	469	450	
103	463	967	170	252	883	613	656	513	695	
476	649	194	781	42	962	134	265	98	812	
19	203	496	853	891	288	807	433	672	155	
307	880	558	769	865	461	600	947	801	522	
923	999	505	775	387	479	989	633	349	19	
537	29	236	78	850	968	281	253	987	998	
908	819	92	926	649	965	776	417	44	508	
577	723	426	896	820	751	625	410	778	736	
116	909	700	479	15	230	540	216	119	118	
70	537	829	945	984	178	604	228	542	512	
19	738	314	826	46	832	240	945	655	745	
390	717	997	38	848	589	91	629	514	622	
593	722	230	660	571	295	954	541	353	338	
767	107	249	766	388	667	273	259	706	392	
452	826	382	728	472	237	753	539	125	582	
287	150	558	313	361	667	250	876	452	701	
529	424	265	724	554	906	758	533	858	725	
83	191	567	998	114	870	901	881	943	113	
593	273	905	863	612	745	864	792	257	24	
976	382	32	559	932	511	177	179	195	170	
904	603	923	593	388	494	371	243	783	469	
876	491	910	620	63	438	311	163	805	32	
928	461	490	943	568	798	775	288	750	991	
898	245	615	695	270	974	898	69	629	37	
468	275	646	370	594	252	778	872	382	126	
374	803	700	982	598	260	783	157	403	439	
98	917	656	418	641	729	739	876	743	436	
402	274	787	594	781	815	816	410	543	107	
645	378	685	888	262	140	57	623	227	954	
163	632	281	299	951	57	392	758	339	47	
345	262	68	380	449	189	36	672	771	171	
705	128	61	305	101	554	536	193	26	794	
258	348	375	756	251	644	66	117	582	133	
580	7	916	872	60	541	248	497	318	446	
393	452	695	861	253	963	891	762	678	866	
581	150	196	928	416	295	611	970	755	69	
676	184	283	195	776	55	456	808	286	852	
938	282	921	491	170	868	511	958	759	288	
234	646	479	52	719	427	125	317	502	203	
777	840	232	818	418	998	908	594	123	347	
353	940	754	413	65	692	119	253	510	235	
74	700	174	499	183	164	408	343	690	269	
125	434	520	239	817	84	955	461	664	562	
202	555	864	561	176	648	62	778	652	124	
502	308	301	765	491	47	156	161	860	155	
315	793	325	363	226	853	500	473	385	239	
201	252	547	762	701	220	502	988	221	428	
882	551	540	886	761	746	923	405	707	221	
809	377	101	653	693	913	214	85	667	712	
243	326	129	517	331	379	893	670	589	352	
639	555	524	102	471	213	791	203	204	24	
293	93	477	512	382	485	588	610	959	779	
7	237	80	995	261	848	584	429	422	593	
60	316	132	861	345	52	951	521	551	187	
848	132	819	484	460	140	704	17	825	413	
491	663	340	154	559	204	203	253	221	664	
567	346	818	36	239	538	807	68	870	6	
247	953	625	227	255	510	543	21	400	173	
113	746	989	928	89	356	814	971	949	95	
276	56	557	924	772	448	599	926	498	719	
240	905	176	388	494	203	327	70	778	791	
147	764	191	452	431	938	718	17	820	917	
897	63	838	300	355	558	623	147	492	711	
78	15	807	658	424	109	39	124	510	515	
674	759	484	692	169	259	118	4	959	715	
427	285	323	398	181	124	174	123	380	658	
389	13	389	526	167	554	975	424	807	797	
835	827	455	170	591	517	895	258	878	743	
579	643	810	69	556	476	345	516	967	615	
203	795	937	514	375	309	179	515	143	344	
284	158	911	22	695	256	436	492	524	950	
382	876	55	203	369	888	435	129	821	690	
107	292	517	445	112	970	295	24	96	77	
65	314	860	662	91	143	621	744	404	329	
358	77	308	92	354	68	541	336	214	123	
920	558	321	711	709	764	795	660	811	111	
819	481	510	263	51	862	343	518	876	983	
534	518	749	757	796	493	230	669	702	467	
343	331	663	648	462	38	741	527	222	353	
882	556	240	354	940	202	588	437	246	138	
239	481	225	8	725	974	70	71	180	457	
957	199	529	896	102	652	198	169	628	192	
933	110	768	885	464	225	51	476	838	986	
392	180	958	775	187	906	91	660	349	844	
775	766	522	577	396	815	134	456	680	478	
972	300	172	578	281	814	255	561	996	392	
693	554	532	56	616	638	702	206	310	958	
977	188	868	775	608	524	755	756	992	356	
891	78	269	890	340	691	381	593	898	965	
729	132	78	828	784	115	709	778	669	69	
734	553	324	17	68	34	561	901	892	904	
915	975	356	762	900	998	2	266	944	520	
741	818	258	369	574	971	763	399	358	145	
965	263	616	350	128	198	189	540	4	817	
93	687	865	480	496	731	297	226	404	468	
342	694	82	268	562	551	336	185	996	926	
741	204	435	248	537	869	261	806	824	901	
503	277	944	61	645	782	5	53	647	293	
696	46	24	215	773	553	884	391	998	951	
438	605	340	319	934	803	755	46	441	39	
523	562	678	293	840	793	508	878	765	285	
625	197	263	377	126	491	413	364	139	865	
11	687	832	125	849	610	690	268	180	932	
924	118	374	380	296	965	822	3	478	527	
83	432	827	725	445	101	559	543	317	593	
96	688	764	829	149	902	675	126	777	171	
958	697	555	806	537	387	989	882	738	45	
915	540	689	31	576	400	93	851	723	686	
899	765	568	45	802	512	761	220	125	489	
245	100	214	110	383	916	529	94	134	742	
710	299	617	465	867	273	511	894	540	995	
275	12	702	496	488	869	406	570	852	1	
761	796	95	967	251	356	430	79	829	880	
809	893	875	784	391	566	733	251	606	669	
254	252	500	478	53	225	319	640	402	47	
716	771	213	307	68	838	792	674	855	453	
859	990	38	655	660	7	690	595	496	234	
635	82	166	174	881	256	448	925	138	524	
13	667	626	469	575	940	417	478	132	8	
464	162	884	287	406	796	168	109	223	45	
871	297	760	418	734	853	192	800	811	973	
359	435	765	784	156	783	653	812	666	584	
884	820	417	472	740	100	869	680	879	953	
555	616	710	102	443	607	619	785	553	970	
481	660	957	840	925	655	952	295	322	429	
572	28	704	713	63	752	254	776	572	942	
722	25	457	327	751	555	324	192	552	704	
968	15	159	368	541	69	194	890	83	35	
726	97	4	82	92	957	146	176	383	483	
416	718	491	328	291	756	747	161	143	468	
415	11	978	39	781	342	707	491	878	615	
12	106	620	918	163	3	767	755	440	923	
787	177	920	390	424	948	315	518	867	90	
534	398	13	705	97	904	1000	917	178	219	
77	747	847	385	626	710	427	858	937	800	
845	528	184	618	896	351	338	535	142	121	
125	878	529	418	954	680	719	518	742	479	
76	744	241	195	558	970	993	117	843	493	
472	12	109	349	253	932	799	952	22	528	
687	14	952	648	983	323	316	201	807	221	
850	321	972	329	217	567	583	643	915	523	
153	762	541	432	938	605	227	595	167	261	
231	325	121	848	606	559	854	3	75	770	
468	782	993	346	215	803	716	857	916	388	
611	877	687	973	994	599	886	297	36	180	
502	878	433	336	366	975	872	563	532	237	
657	775	450	442	846	724	781	141	63	550	
709	383	674	512	117	668	201	874	542	501	
149	64	916	113	46	339	634	659	231	48	
227	580	145	212	485	579	502	428	499	798	
759	104	924	989	384	908	45	17	799	819	
829	301	482	340	646	181	220	675	330	951	
839	782	110	669	406	109	301	430	989	169	
737	909	918	361	987	130	149	575	712	400	
662	51	226	749	796	908	600	274	558	578	
843	699	69	896	668	445	288	293	551	141	
378	606	255	814	97	485	958	788	8	181	
131	488	372	326	530	456	57	288	176	546	
719	821	198	281	575	58	744	598	531	335	
655	11	545	731	122	164	140	767	396	728	
525	59	519	984	708	612	364	749	391	734	
131	291	618	704	955	152	733	186	435	145	
104	472	608	642	907	61	466	879	209	990	
544	521	436	133	832	292	970	149	101	785	
459	887	951	516	655	875	919	743	133	349	
141	116	488	548	472	722	531	536	918	11	
677	257	952	102	267	726	133	684	520	825	
921	76	787	180	513	907	534	952	564	898	
236	737	513	897	248	418	693	188	705	945	
296	93	974	349	113	559	109	595	835	249	
160	731	55	277	238	826	300	701	659	43	
422	136	844	251	398	780	860	308	479	81	
305	78	863	367	549	420	109	461	493	493	
582	583	450	638	109	968	33	160	337	858	
635	405	389	38	655	392	434	543	948	75	
795	516	26	620	380	862	126	203	541	188	
325	265	197	241	435	910	585	735	103	273	
505	163	517	422	866	468	511	819	170	387	
243	910	584	269	590	96	845	73	344	462	
730	838	663	234	889	469	978	587	940	746	
169	235	91	351	341	362	527	984	895	733	
238	438	59	810	227	732	831	420	110	565	
572	315	842	923	568	983	266	966	368	892	
294	267	487	467	742	521	207	78	109	115	
616	412	606	10	700	375	614	74	951	886	
985	554	940	468	431	621	650	168	762	286	
533	228	289	196	774	111	773	124	942	75	
768	646	690	710	728	29	268	194	536	882	
985	574	890	526	58	113	720	989	948	506	
168	485	946	538	858	428	197	352	200	812	
2	569	617	252	367	292	578	259	927	290	
713	67	510	284	861	625	458	133	987	234	
879	333	717	826	659	339	105	796	15	803	
379	191	909	180	620	292	156	110	105	45	
796	782	868	646	295	939	298	74	491	731	
106	1000	964	370	602	146	139	699	488	958	
940	786	640	772	928	751	424	106	533	920	
474	163	27	812	621	551	709	925	995	475	
111	654	807	418	658	115	302	953	344	494	
516	331	155	319	867	137	934	817	259	448	
232	487	182	813	51	169	45	835	951	587	
572	191	503	905	32	761	380	468	817	472	
120	522	967	575	834	400	416	205	265	896	
352	256	739	925	1	768	912	567	269	196	
582	666	948	227	348	833	541	534	279	887	
714	408	605	313	164	368	818	415	100	775	
995	700	480	460	473	798	836	401	634	191	
69	560	614	589	49	164	552	498	682	572	
155	334	484	723	414	464	95	568	448	387	
262	208	218	164	611	471	197	684	421	49	
791	360	839	411	120	585	341	962	546	24	
561	165	898	331	417	581	895	765	105	283	
850	501	906	201	407	820	543	844	337	67	
140	582	572	102	324	529	940	331	815	37	
121	161	93	343	380	609	60	5	216	214	
240	393	359	565	498	576	51	39	572	597	
496	867	693	393	972	468	114	92	74	706	
3	546	567	578	243	789	76	880	533	90	
404	988	468	177	136	607	366	74	40	220	
850	658	516	175	435	562	354	42	460	651	
986	454	488	111	606	645	55	843	201	766	
721	744	554	613	617	997	829	383	972	409	
311	359	908	48	877	931	366	133	205	743	
433	43	335	140	93	107	612	402	78	535	
403	869	279	524	304	917	612	173	881	63	
220	748	989	279	163	826	213	30	214	84	
693	38	849	160	615	927	979	712	19	33	
969	212	471	880	553	327	923	64	407	627	
426	951	690	501	492	716	652	277	718	249	
119	401	503	745	923	302	69	816	815	583	
802	9	171	771	949	423	429	42	933	902	
11	682	808	97	705	799	611	720	7	476	
665	953	534	425	287	552	161	594	571	633	
561	327	54	46	815	668	49	403	185	590	
603	341	453	666	988	35	381	232	155	815	
928	403	327	768	797	19	180	419	292	909	
95	917	896	847	299	603	339	875	682	851	
239	948	477	524	311	278	478	445	111	762	
510	948	50	907	501	855	882	848	569	2	
119	117	854	829	923	10	817	60	538	354	
59	750	259	393	91	304	619	674	606	172	
468	88	104	450	348	471	283	913	839	382	
157	501	598	659	973	684	285	435	124	263	
67	980	239	374	71	705	600	429	231	795	
811	719	252	116	705	965	317	216	478	597	
298	215	296	443	360	794	471	333	894	646	
314	788	846	33	812	836	120	862	931	557	
861	204	539	278	613	342	118	843	518	248	
924	941	278	991	685	248	31	287	430	579	
467	464	113	638	524	464	242	125	576	913	
555	841	90	800	990	55	5	630	316	498	
354	214	868	549	684	686	211	669	390	852	
990	121	188	427	144	39	448	903	559	801	
285	371	402	553	599	159	108	239	843	942	
852	301	218	425	184	229	350	21	571	846	
950	213	99	473	185	297	379	237	810	806	
660	292	947	49	996	108	161	427	129	692	
914	46	352	991	413	340	249	575	434	962	
456	680	170	512	400	97	453	934	243	279	
255	533	872	785	320	214	661	403	792	538	
945	746	505	954	453	384	367	227	151	974	
683	260	50	488	362	15	530	640	341	523	
64	416	393	714	307	55	600	966	180	723	
67	360	127	369	267	529	741	9	989	313	
913	224	160	982	405	535	45	488	146	338	
490	463	571	979	139	119	594	830	961	396	
7	620	990	89	825	841	18	445	59	5	
917	693	722	975	587	736	399	331	16	394	
962	599	988	959	237	331	617	316	492	490	
66	128	678	367	595	431	711	387	894	637	
848	703	120	715	709	170	542	540	440	971	
440	162	544	881	119	219	283	167	672	809	
212	608	714	675	492	95	150	934	941	810	
909	425	526	944	214	977	655	7	432	590	
733	685	475	278	10	219	280	652	499	287	
985	183	647	473	466	356	559	740	996	333	
422	466	305	388	286	111	424	373	50	698	
740	442	138	131	499	801	649	914	144	544	
645	916	944	996	573	739	405	361	241	953	
655	54	756	237	2	333	76	789	757	305	
66	184	123	260	831	849	123	230	583	153	
556	633	131	860	212	744	287	797	442	237	
883	256	498	959	28	372	616	522	303	659	
428	388	432	191	94	643	240	79	127	239	
186	689	509	51	126	643	468	354	255	888	
882	786	969	657	801	859	933	8	700	371	
440	306	131	830	279	419	768	244	589	465	
630	919	786	486	199	517	613	838	668	257	
655	721	980	799	276	44	763	636	520	453	
981	479	421	881	358	812	649	612	160	520	
218	853	392	856	339	349	44	823	438	631	
83	206	949	808	367	885	706	757	322	576	
448	870	470	610	754	135	850	42	641	678	
108	470	371	52	872	352	106	696	171	428	
606	853	514	1000	178	574	170	69	507	975	
51	358	762	5	572	958	922	562	977	124	
963	451	107	456	402	750	703	197	265	344	
302	977	774	624	660	245	382	490	169	17	
879	373	827	822	535	55	314	396	586	175	
42	370	331	384	503	699	693	966	407	827	
707	575	958	69	991	748	649	398	489	108	
488	772	662	858	359	615	713	805	402	620	
312	463	423	414	696	855	884	723	523	111	
290	378	662	491	357	982	905	634	801	54	
471	467	907	535	197	46	924	300	412	194	
339	225	211	345	216	870	133	180	74	230	
666	319	281	665	120	239	812	964	964	221	
141	398	34	960	586	922	644	208	622	525	
859	609	502	747	474	537	982	203	822	537	
371	120	304	284	851	246	196	957	720	264	
641	314	803	958	524	646	677	227	26	70	
378	466	54	804	977	599	866	809	227	772	
340	531	800	909	85	384	932	620	535	848	
87	431	332	511	325	875	249	191	759	750	
730	43	419	979	414	945	127	609	63	426	
71	886	661	414	459	673	764	730	777	96	
896	131	554	787	24	34	246	76	593	903	
416	505	81	303	484	645	369	287	102	687	
675	746	337	312	279	444	2	288	310	988	
132	496	560	1	745	390	854	670	295	484	
792	799	300	614	429	784	715	768	812	326	
298	827	610	167	168	815	184	958	60	564	
3	311	263	383	556	260	262	268	266	241	
671	36	852	531	927	504	165	813	741	431	
769	689	652	249	114	137	624	612	616	270	
984	765	394	386	572	939	46	415	685	630	
901	351	456	316	746	731	863	297	718	387	
592	784	53	827	776	378	857	580	442	37	
582	878	365	652	795	74	774	212	594	773	
813	236	19	43	873	476	347	217	831	661	
521	43	363	801	122	206	721	520	377	678	
559	924	519	925	232	204	42	637	122	28	
695	110	751	944	178	327	243	995	795	836	
512	776	335	814	807	887	336	329	282	166	
129	479	880	595	773	226	154	769	373	312	
251	830	67	237	471	437	717	592	46	131	
304	817	627	301	311	340	876	98	664	917	
764	374	32	598	573	403	478	112	401	153	
488	486	134	520	620	975	676	205	918	266	
48	711	781	446	940	260	381	187	348	59	
996	737	970	639	481	969	517	740	369	682	
19	80	532	166	474	323	157	783	934	230	
234	62	632	128	353	318	5	986	710	377	
44	683	374	554	288	246	809	984	88	145	
940	792	12	656	246	693	398	432	819	553	
316	189	345	578	493	410	59	174	49	614	
682	857	722	711	590	849	606	737	780	452	
986	822	610	885	28	328	646	126	391	76	
148	790	30	853	773	263	694	725	329	231	
410	263	757	362	316	444	311	618	784	238	
362	795	941	471	553	768	108	556	890	907	
995	482	431	791	648	554	434	235	75	479	
673	181	419	416	943	196	400	730	390	903	
48	681	44	914	725	248	606	434	537	348	
718	858	563	758	745	561	991	130	364	283	
649	730	952	335	435	445	931	205	770	670	
861	361	599	156	684	252	12	585	596	760	
93	733	35	593	569	469	761	354	550	178	
225	504	653	682	947	480	506	631	747	215	
946	430	45	764	396	259	399	77	761	131	
490	997	943	886	270	560	798	724	832	408	
23	747	708	984	460	744	108	336	791	484	
854	50	3	203	170	557	797	561	134	338	
990	885	23	332	141	657	45	706	233	828	
509	197	518	475	585	761	936	1	50	157	
871	465	136	655	828	516	574	396	597	652	
469	905	561	815	485	86	839	889	391	650	
914	903	721	269	245	949	286	28	636	630	
620	576	214	110	826	642	715	462	960	298	
462	617	120	696	358	366	266	441	839	865	
500	339	341	536	286	729	683	92	492	156	
316	352	663	160	655	107	748	782	791	668	
83	720	854	587	631	882	954	108	506	382	
825	276	527	371	333	817	407	169	630	139	
96	480	639	424	243	532	97	579	59	754	
349	931	108	610	899	149	518	278	113	814	
365	152	492	535	288	423	357	434	982	320	
743	290	415	589	653	621	817	886	947	936	
760	760	589	309	837	714	60	177	666	429	
606	68	620	537	533	764	131	16	411	693	
937	330	98	482	266	928	196	803	25	37	
895	949	677	764	189	214	767	641	29	164	
279	143	280	149	36	162	405	638	387	366	
919	822	890	543	681	508	336	355	268	765	
3	199	896	949	241	58	644	483	702	575	
199	316	389	849	714	431	276	265	774	241	
996	838	538	763	301	470	448	806	997	347	
824	201	812	350	633	858	724	797	228	331	
220	167	51	972	671	780	520	882	806	422	
702	87	904	879	489	272	504	977	864	531	
668	153	579	668	52	311	642	464	871	754	
460	332	939	238	634	60	115	138	663	481	
111	809	177	726	43	509	779	529	81	245	
166	228	895	319	952	494	44	304	267	534	
755	79	744	336	200	534	214	296	434	760	
407	196	923	63	341	814	130	790	23	677	
767	58	344	86	509	485	944	683	15	653	
397	492	482	35	488	837	673	420	121	110	
86	666	618	660	106	799	866	727	20	938	
167	437	9	44	303	968	13	618	457	782	
206	889	689	729	146	468	293	958	543	445	
254	268	329	933	681	898	638	95	114	471	
133	105	766	368	157	887	11	624	630	710	
293	977	822	557	195	123	428	626	511	115	
459	78	854	434	577	30	570	599	581	728	
