39	802	130	465	388	19	848	722	170	247	448	
683	92	773	506	53	597	367	922	30	164	345	
135	387	18	314	65	328	102	937	276	11	118	
684	595	535	842	101	278	993	880	44	947	735	
136	649	10	776	534	178	824	365	170	109	260	
685	690	238	710	167	727	130	175	144	969	6	
137	223	718	185	245	638	198	740	295	289	867	
686	56	17	37	11	148	252	889	676	297	981	
138	267	954	989	890	464	937	908	871	243	63	
139	371	287	736	127	428	69	515	454	852	590	
568	591	27	76	125	675	77	262	189	966	59	
140	689	249	451	119	679	828	701	721	364	423	
569	939	694	700	935	394	691	93	909	965	3	
570	493	550	287	486	638	281	535	898	641	21	
795	283	341	245	59	151	157	531	319	706	147	
314	219	525	815	143	475	444	647	106	21	304	
774	253	52	575	437	3	152	75	18	140	655	
315	706	189	233	433	165	212	810	158	95	654	
775	249	393	447	686	515	753	542	96	471	938	
316	758	774	560	209	316	834	40	71	395	618	
777	591	281	65	465	430	518	42	880	269	681	
317	680	160	967	110	947	204	763	862	274	947	
778	261	830	391	16	46	272	398	300	449	792	
322	213	549	160	48	622	653	252	378	640	585	
779	228	109	516	774	143	449	33	39	228	968	
323	975	91	117	785	443	842	661	970	56	445	
780	671	805	215	569	941	70	172	767	612	631	
325	882	464	202	445	760	787	448	35	878	495	
781	57	979	36	276	204	457	183	15	346	246	
326	536	36	398	838	524	944	917	581	93	536	
782	563	952	460	83	57	389	109	663	298	919	
327	219	631	316	885	568	955	199	278	606	247	
783	787	162	718	385	733	702	932	151	45	384	
328	939	634	355	208	782	864	182	519	975	705	
329	549	588	442	513	258	543	784	505	41	929	
372	175	259	486	459	678	632	2	621	552	343	
330	253	241	914	384	109	307	516	985	59	693	
373	262	151	833	504	248	831	516	608	631	611	
331	374	256	830	487	366	151	752	69	249	605	
374	837	204	442	83	225	578	475	370	330	381	
333	724	180	482	112	101	643	710	64	249	945	
399	161	529	177	124	712	803	220	10	794	366	
400	627	77	866	912	253	644	326	760	743	585	
863	530	621	493	116	498	94	316	69	545	396	
401	450	26	228	838	919	416	37	637	683	655	
864	29	26	935	94	976	373	961	178	937	11	
402	387	717	974	570	375	127	672	519	159	204	
865	665	990	104	278	303	611	21	26	535	674	
403	823	429	127	200	793	237	125	507	18	602	
866	425	843	483	857	104	383	385	175	109	400	
404	56	944	40	193	999	488	595	435	863	370	
867	156	298	310	1	64	220	953	794	297	654	
405	643	776	15	938	658	398	700	317	336	681	
406	305	282	166	218	869	523	353	155	228	996	
532	693	604	442	483	177	222	296	769	15	208	
407	656	107	328	812	775	86	434	877	963	36	
534	169	987	186	68	82	420	385	631	216	909	
408	347	984	820	963	873	441	562	163	749	144	
536	480	162	529	167	18	181	916	37	292	774	
409	680	135	995	506	324	982	194	493	326	155	
537	650	64	307	365	629	701	434	27	745	522	
410	940	16	609	201	385	717	596	246	813	893	
539	853	308	435	375	841	218	28	717	492	213	
411	959	332	148	211	444	264	422	400	651	612	
540	965	816	791	379	375	532	489	442	848	172	
541	78	3	545	120	707	474	863	647	750	680	
286	12	268	159	295	134	361	542	214	714	733	
543	781	34	666	136	375	990	830	336	112	996	
287	51	295	712	774	42	127	578	805	403	853	
545	251	852	554	66	505	436	515	273	368	442	
288	879	573	127	769	442	315	144	701	643	603	
547	628	449	488	497	956	167	98	763	326	455	
289	870	372	447	259	569	114	519	990	54	726	
548	306	127	42	750	682	229	966	207	193	744	
290	194	419	751	557	827	751	74	817	956	135	
549	227	66	439	850	650	635	385	187	804	7	
291	12	963	104	484	851	691	525	73	759	174	
550	517	970	755	549	719	32	137	545	673	749	
293	572	501	138	645	61	605	861	924	19	694	
553	475	178	317	489	485	655	417	119	690	445	
294	712	134	419	119	961	594	441	938	704	302	
555	426	80	933	541	122	234	486	88	675	518	
295	863	504	473	231	913	453	342	837	839	28	
556	725	787	56	572	278	432	56	449	11	868	
296	40	507	151	408	878	646	670	911	234	232	
557	697	893	678	84	730	848	795	583	372	374	
297	791	431	267	179	457	103	239	935	933	714	
558	647	224	277	953	342	534	700	550	564	667	
298	458	910	142	540	24	338	436	720	134	67	
559	875	482	626	812	500	553	173	606	530	210	
299	262	21	470	658	204	668	301	134	654	858	
560	207	744	552	701	804	254	757	415	697	279	
561	586	14	885	108	321	9	174	436	926	844	
949	108	8	680	274	635	273	81	221	218	47	
562	480	985	983	293	957	267	484	84	462	874	
950	677	106	630	263	435	320	323	674	647	158	
563	105	120	905	147	228	252	605	962	86	426	
951	362	654	652	465	535	24	824	13	328	749	
564	190	644	747	285	76	455	274	819	944	947	
952	458	466	126	698	428	502	492	555	969	17	
566	909	184	551	645	209	620	68	19	195	525	
953	956	301	758	155	704	300	516	413	511	98	
567	146	875	991	160	481	395	176	666	96	794	
954	108	88	181	311	626	332	144	333	732	221	
572	446	468	967	573	648	222	110	769	620	124	
956	978	756	566	950	858	760	540	120	66	293	
573	522	515	265	173	342	936	277	357	206	77	
957	14	571	772	640	69	347	25	147	552	180	
574	106	169	129	114	810	716	489	590	149	65	
958	269	179	668	22	486	792	101	334	25	733	
575	660	45	64	179	259	899	773	654	679	470	
576	58	557	764	620	681	540	338	551	980	406	
818	83	140	3	368	251	698	528	114	488	179	
577	755	361	267	212	283	992	205	455	200	516	
819	278	877	162	445	649	316	110	270	257	390	
771	805	462	151	304	325	339	175	113	236	498	
820	73	379	563	385	718	891	341	844	123	818	
772	276	434	647	52	558	242	147	27	970	900	
821	129	999	352	145	774	652	604	842	832	177	
788	990	327	909	672	724	920	220	210	40	231	
822	265	369	94	463	110	277	2	974	678	689	
789	316	645	189	350	482	206	597	788	34	536	
823	134	398	232	419	34	540	964	805	382	142	
790	875	887	61	604	9	379	815	347	62	459	
824	949	218	512	494	875	122	851	18	6	485	
791	303	301	476	669	450	19	171	876	85	588	
825	290	522	134	475	430	852	781	348	150	361	
826	18	414	779	495	60	18	91	965	36	19	
511	132	525	362	533	164	97	7	521	857	124	
827	189	824	278	80	345	225	630	442	39	903	
512	445	651	901	960	358	156	604	351	341	89	
896	168	587	205	516	62	214	113	117	229	628	
898	102	390	269	599	911	395	424	336	570	793	
921	172	762	88	65	67	186	34	398	199	796	
899	821	503	356	772	327	249	521	685	178	283	
922	620	854	263	417	172	382	175	795	527	276	
900	517	865	906	353	775	773	4	364	327	212	
923	797	459	15	875	947	958	250	589	182	283	
901	21	649	54	766	454	549	276	516	787	906	
924	964	858	114	198	943	273	844	932	308	652	
902	885	78	451	496	389	751	698	41	548	580	
925	449	399	542	631	179	773	609	741	452	230	
903	819	478	549	356	884	226	821	656	361	975	
927	619	964	188	884	52	898	994	355	554	883	
904	218	553	487	177	192	902	440	877	255	512	
928	130	570	280	51	954	56	826	842	924	479	
905	156	798	270	727	293	965	968	341	875	136	
929	588	875	568	290	29	103	961	728	697	887	
906	991	634	786	293	410	149	332	814	816	749	
930	189	628	836	938	357	95	419	302	561	568	
907	158	470	583	854	569	176	744	223	187	381	
931	644	226	683	286	113	161	217	622	121	240	
909	877	658	254	42	687	816	787	486	734	308	
932	628	376	132	476	779	995	29	863	243	922	
910	237	718	612	925	264	580	8	61	392	27	
933	40	104	348	840	733	66	672	959	876	806	
911	634	496	500	394	595	159	713	988	266	400	
936	126	283	57	126	644	410	449	13	660	209	
912	94	638	62	643	533	996	578	319	465	573	
938	939	875	102	426	886	863	836	799	169	134	
913	196	564	682	523	480	396	217	152	799	192	
939	213	704	923	297	433	175	232	380	813	335	
915	451	591	942	370	383	14	303	999	326	848	
940	36	642	734	907	370	927	858	31	122	63	
917	962	508	171	326	512	429	624	482	475	80	
119	16	388	684	91	557	159	771	21	364	525	
918	442	575	28	521	956	356	266	590	62	893	
122	286	951	618	220	11	961	166	905	374	615	
919	88	252	797	286	175	268	825	180	329	10	
123	612	240	839	41	611	511	832	59	223	959	
920	187	701	269	993	199	871	33	299	560	478	
125	26	410	467	973	786	113	551	208	901	858	
942	504	38	587	487	111	96	764	244	708	519	
126	478	205	393	503	305	900	159	182	678	873	
945	967	837	345	499	296	184	743	554	523	926	
130	917	277	172	509	510	327	814	636	242	561	
946	520	852	518	11	290	61	835	157	593	409	
131	486	632	289	964	9	503	261	175	838	456	
948	29	900	342	576	648	155	988	205	651	415	
132	270	574	550	260	832	806	941	113	313	319	
962	223	743	582	973	285	868	473	784	697	461	
133	107	441	686	453	69	815	690	952	797	877	
963	332	514	987	313	809	862	528	104	384	365	
142	517	860	895	610	741	141	708	404	355	303	
964	930	505	769	498	947	817	285	18	66	226	
143	444	666	688	995	736	827	68	73	590	21	
965	442	724	551	50	974	673	457	42	714	142	
144	264	630	74	290	705	291	139	762	900	848	
966	463	787	393	114	329	974	358	877	274	313	
146	982	627	487	318	178	942	405	910	193	949	
967	131	663	14	429	374	663	966	63	947	528	
149	368	307	139	891	925	322	504	284	971	443	
968	188	4	230	920	935	145	216	457	685	518	
150	801	943	386	119	342	650	42	885	762	756	
969	542	166	787	391	181	219	515	623	739	580	
152	605	246	17	720	266	728	856	8	292	468	
970	814	710	276	163	853	768	653	935	119	537	
154	611	820	448	315	8	851	577	925	260	582	
155	710	157	306	323	390	410	528	775	29	737	
253	629	106	811	222	471	231	165	38	314	486	
156	842	613	210	306	747	140	183	835	610	959	
254	283	131	434	736	204	837	594	32	816	765	
157	27	33	667	912	814	813	721	297	502	961	
255	450	601	271	517	482	773	948	86	846	102	
159	661	810	191	256	605	598	181	613	598	226	
258	823	807	468	588	2	837	514	220	444	197	
161	433	112	527	922	536	164	9	311	674	416	
259	452	869	429	60	170	839	289	570	934	497	
162	455	559	679	157	341	586	277	154	915	271	
260	378	875	858	720	510	257	380	614	219	216	
163	565	650	176	334	821	705	918	181	228	846	
261	473	818	574	718	651	458	70	92	591	542	
262	277	88	499	225	838	810	738	63	637	611	
494	431	95	449	830	218	20	49	806	343	197	
263	91	954	628	624	51	469	119	615	459	786	
495	838	347	403	397	117	945	304	535	549	404	
264	38	128	816	559	307	602	864	157	158	754	
496	284	185	426	614	453	594	245	182	746	248	
265	586	116	465	431	25	943	442	911	917	772	
497	912	294	244	522	406	85	932	292	656	637	
268	673	388	231	805	606	680	797	518	629	71	
498	798	215	289	924	679	128	372	184	588	40	
269	84	822	880	43	273	69	344	631	847	804	
499	416	55	778	545	75	764	572	931	109	879	
500	421	427	264	532	780	7	315	465	107	743	
180	28	690	645	146	425	6	318	603	87	247	
501	394	41	514	13	206	691	610	385	972	141	
181	200	834	875	585	259	449	69	833	402	725	
502	684	691	302	842	631	73	519	155	762	599	
182	496	981	893	211	700	289	55	776	877	682	
503	968	585	76	518	786	984	559	541	142	818	
183	225	224	617	748	191	639	485	696	532	242	
504	103	285	189	928	403	673	998	81	413	362	
184	253	109	947	190	977	340	12	983	614	32	
505	757	764	403	951	956	378	515	716	10	651	
185	992	135	382	637	709	860	173	262	181	682	
506	634	687	528	216	678	488	209	743	30	670	
187	221	310	796	231	246	124	48	480	780	578	
507	396	415	119	925	880	568	442	556	94	91	
188	952	509	833	825	375	928	433	111	260	119	
510	989	66	641	109	16	161	226	699	676	190	
189	438	828	136	495	722	442	655	578	452	145	
514	148	587	495	719	836	397	365	676	106	481	
190	455	256	377	299	518	92	153	572	929	84	
515	555	258	380	946	744	880	835	495	37	638	
191	765	449	904	21	371	114	128	676	71	954	
516	544	210	715	476	530	595	208	858	747	494	
192	513	716	933	23	306	959	895	161	175	384	
517	20	277	99	348	811	791	851	78	719	597	
193	648	776	953	43	8	520	282	169	249	622	
518	448	104	755	264	670	667	812	738	287	562	
194	788	424	26	5	383	841	532	605	794	955	
519	99	2	522	81	155	157	865	132	350	616	
195	324	84	101	723	973	349	931	939	542	387	
520	999	296	593	655	581	992	403	825	7	525	
198	493	951	827	250	705	348	141	294	903	494	
521	931	259	89	743	151	762	559	904	170	760	
199	5	805	608	855	819	528	791	207	410	608	
522	539	217	677	394	927	513	380	190	555	233	
201	839	302	974	880	235	95	387	526	569	294	
523	537	616	410	230	662	959	309	208	590	352	
202	556	737	389	449	717	695	227	95	245	653	
524	791	941	15	554	173	500	662	878	146	427	
203	371	279	190	426	225	257	822	860	879	531	
525	954	465	694	201	462	299	774	691	181	305	
204	779	779	336	761	195	495	220	435	580	148	
526	346	336	768	891	810	244	693	304	471	547	
205	595	208	436	746	502	537	959	71	500	593	
527	367	599	220	633	311	93	198	960	199	413	
206	692	346	51	937	551	979	116	802	178	571	
529	206	366	874	206	188	212	769	374	76	466	
207	469	304	845	829	911	559	708	367	46	18	
531	799	792	766	315	653	33	307	770	254	63	
208	895	271	383	90	303	513	272	819	163	915	
579	242	984	222	158	918	851	494	576	254	218	
210	725	1000	549	323	530	819	89	356	996	187	
718	195	359	817	218	842	73	298	326	23	228	
211	343	54	90	450	606	809	953	37	101	221	
720	443	495	521	269	67	230	354	63	681	276	
213	505	595	512	344	94	429	114	904	267	431	
721	894	756	231	178	279	13	949	624	53	381	
214	432	209	650	736	251	183	971	239	100	795	
169	85	27	637	872	344	561	96	24	397	93	
216	686	64	97	64	288	79	638	908	918	422	
171	429	253	341	448	31	529	470	757	302	706	
217	564	765	959	437	961	607	786	586	6	898	
172	922	265	212	504	176	940	631	988	489	950	
218	697	982	973	932	323	532	531	395	39	286	
173	748	50	978	649	506	411	113	652	830	76	
219	63	98	937	465	69	941	916	895	36	763	
174	174	140	353	195	247	818	317	708	726	540	
220	835	147	649	374	303	688	933	355	542	503	
175	163	77	916	376	326	363	369	850	977	441	
221	626	700	607	122	85	163	279	314	81	477	
176	236	254	406	453	530	331	268	538	366	746	
222	197	294	162	62	655	772	817	978	955	134	
178	96	47	30	611	996	84	623	530	860	627	
223	583	226	573	991	966	228	142	926	62	615	
179	531	563	585	151	371	792	396	467	342	525	
224	648	282	148	79	44	112	226	947	997	381	
225	181	366	15	151	217	342	289	403	853	764	
226	446	868	913	362	641	314	194	27	7	837	
228	196	58	993	62	819	219	858	252	178	774	
229	405	671	735	543	117	195	725	595	218	372	
231	890	632	815	306	691	583	614	322	77	323	
232	798	244	124	142	300	220	857	503	192	51	
233	396	373	110	644	328	153	437	10	99	327	
234	806	63	797	28	272	166	110	1	131	472	
235	988	460	259	358	866	553	572	205	505	63	
237	101	912	179	894	100	318	866	238	90	966	
238	8	453	942	168	611	925	283	696	678	432	
239	948	190	842	794	412	51	721	777	571	903	
240	32	412	115	508	556	368	222	564	698	626	
241	591	7	595	167	609	842	100	556	119	26	
243	119	486	982	742	783	692	271	188	740	9	
756	595	237	341	390	632	603	325	510	93	170	
245	942	947	425	2	869	865	593	991	309	790	
757	281	67	953	258	307	497	470	891	45	584	
246	19	588	351	275	167	842	294	81	500	478	
758	408	702	230	896	502	482	273	434	5	492	
250	877	169	86	91	807	249	833	962	470	468	
759	479	577	674	872	140	627	454	409	273	435	
251	427	408	514	944	484	138	754	235	264	537	
760	652	459	509	159	209	863	882	338	520	230	
252	418	566	396	122	66	288	154	722	213	158	
762	253	92	651	976	516	588	483	867	166	622	
271	899	531	975	451	225	534	184	407	716	337	
763	271	609	560	575	918	113	211	95	986	736	
356	474	122	506	161	369	348	261	391	897	30	
764	483	324	143	978	537	732	663	909	21	200	
357	813	482	335	843	267	681	353	643	694	755	
765	150	706	985	567	686	801	77	677	737	242	
358	754	802	731	718	721	966	465	60	756	148	
766	574	351	141	782	232	277	606	477	959	154	
359	887	774	210	747	964	151	259	553	939	129	
767	169	371	373	859	548	604	170	1	529	979	
361	313	241	427	450	268	526	964	190	540	548	
768	399	508	77	287	600	158	390	199	296	916	
362	537	890	900	392	477	302	946	116	674	708	
769	648	327	315	828	221	80	501	103	108	238	
363	57	914	974	989	699	327	9	357	765	764	
770	228	394	794	121	72	99	975	248	325	658	
364	922	509	531	14	92	627	147	199	259	615	
793	658	400	382	934	327	467	332	7	955	78	
366	885	354	262	118	927	131	907	597	20	563	
794	937	509	63	397	805	782	177	496	202	612	
367	905	248	279	25	644	997	104	744	403	576	
807	926	779	646	219	8	275	294	336	191	656	
368	364	685	495	763	678	752	761	396	144	492	
809	837	927	963	720	517	3	898	797	821	469	
369	286	187	842	757	537	342	448	946	741	131	
810	225	184	689	748	125	288	941	235	345	718	
415	748	186	466	878	35	961	11	440	503	983	
812	544	553	730	160	849	170	449	479	157	996	
417	441	284	184	347	303	936	94	676	445	853	
813	917	240	721	7	892	82	376	634	186	936	
420	829	711	151	618	796	391	106	209	111	493	
814	982	89	774	328	18	846	380	978	210	301	
422	126	747	340	57	870	816	154	311	685	939	
815	91	41	475	381	620	707	620	862	392	883	
425	424	980	882	522	46	844	712	522	332	116	
816	695	190	315	7	218	163	91	956	292	491	
426	853	380	314	610	469	209	422	418	895	697	
817	135	667	658	827	674	108	13	412	26	766	
427	655	248	90	747	95	18	67	449	81	813	
829	284	257	564	569	720	662	997	952	970	133	
428	994	235	604	421	354	529	591	630	583	935	
831	532	588	983	4	887	524	579	572	192	407	
429	38	605	936	307	148	801	783	975	473	655	
834	226	372	81	326	696	509	747	214	352	689	
430	166	47	254	14	392	518	716	116	219	888	
835	575	357	354	449	938	646	544	101	954	27	
433	414	908	854	866	382	834	192	561	398	127	
836	355	378	42	99	274	332	701	944	400	796	
434	77	573	444	191	633	208	787	757	101	866	
837	602	927	813	276	994	599	683	277	65	796	
437	494	50	898	215	32	485	291	829	823	734	
838	51	381	48	522	794	980	515	225	449	524	
438	260	781	896	832	316	570	234	336	72	467	
839	777	440	328	981	340	832	466	909	224	239	
440	521	887	662	860	777	224	201	248	930	64	
840	688	344	406	442	215	577	245	951	227	444	
441	348	402	438	420	337	63	739	422	54	655	
842	108	659	918	676	513	342	566	515	235	374	
442	231	570	791	611	242	422	618	464	692	720	
843	314	423	754	324	618	962	384	997	636	140	
443	531	474	762	984	313	96	60	90	524	337	
844	231	229	648	418	736	966	654	123	336	544	
444	619	518	11	376	583	606	349	701	747	469	
845	2	722	690	682	93	925	860	936	451	534	
449	578	466	970	276	248	450	383	883	568	115	
847	179	387	461	240	824	634	226	767	706	5	
450	133	215	346	79	217	980	635	305	801	171	
848	31	490	358	868	674	265	897	583	613	175	
451	115	913	299	925	528	279	123	607	86	247	
849	334	777	93	682	72	724	225	876	410	379	
452	853	563	252	379	655	856	473	335	185	836	
850	795	626	358	853	501	757	368	488	403	148	
453	172	863	312	556	57	680	973	615	207	997	
851	621	469	376	554	307	493	343	419	691	658	
454	549	883	345	776	827	91	231	336	774	589	
852	711	282	146	481	485	954	32	87	478	614	
455	96	126	705	975	876	19	290	261	16	378	
853	26	520	128	703	435	837	970	878	253	874	
456	141	635	842	49	688	686	348	397	754	882	
855	58	905	697	779	188	313	789	254	835	241	
459	860	158	25	355	739	600	450	908	947	806	
856	253	201	736	175	702	475	748	170	260	39	
460	282	800	490	992	289	236	153	405	828	438	
857	193	436	517	77	917	691	72	542	82	328	
461	90	546	123	121	942	331	920	545	295	396	
858	757	773	621	711	608	18	237	779	293	877	
462	597	503	939	582	991	523	782	64	114	239	
859	110	354	877	365	400	26	307	89	698	729	
463	724	287	409	896	691	424	632	378	288	233	
860	751	968	35	839	418	419	103	112	126	771	
464	106	64	229	373	700	241	478	196	499	594	
862	243	519	542	457	278	888	169	438	787	839	
477	323	481	550	85	628	2	402	53	665	828	
869	245	834	615	266	476	479	728	81	637	203	
478	772	410	71	403	21	268	476	771	918	165	
872	938	797	114	527	201	722	503	43	709	904	
479	822	61	326	144	645	798	871	167	548	468	
873	80	137	473	641	380	688	915	413	539	453	
480	62	180	663	750	393	11	851	327	193	275	
874	875	208	636	329	573	819	795	489	461	350	
491	103	306	937	475	902	253	423	187	726	431	
875	409	64	285	125	7	515	639	876	519	36	
492	1000	250	813	371	415	33	393	850	367	736	
876	95	847	680	20	485	479	655	34	661	377	
493	403	206	226	350	78	993	121	63	382	508	
881	239	67	601	909	604	700	888	565	88	273	
592	484	528	551	489	971	706	250	175	960	703	
882	788	652	54	965	875	290	569	781	163	2	
593	597	365	653	65	719	534	464	903	247	449	
883	331	176	12	926	935	224	358	146	262	324	
594	580	891	14	794	178	223	408	29	779	198	
884	704	469	581	596	91	45	481	366	725	930	
595	974	261	714	201	171	151	696	293	374	496	
885	969	401	284	462	14	346	801	388	91	956	
596	505	148	181	834	442	203	593	986	734	596	
886	833	251	847	354	42	887	857	888	364	325	
597	2	191	205	408	687	617	571	219	149	840	
887	433	377	596	923	277	2	431	360	989	58	
598	687	18	309	735	197	327	33	936	487	746	
889	807	281	170	906	450	855	647	538	482	551	
599	469	312	648	511	258	244	66	960	131	105	
891	615	298	292	192	693	611	787	282	326	503	
602	940	313	493	40	819	675	297	295	646	48	
892	399	893	624	427	608	767	173	690	822	452	
603	841	250	271	854	644	453	916	173	324	563	
894	35	665	138	11	803	868	753	780	306	303	
604	966	653	641	603	814	830	803	73	899	100	
895	97	828	226	817	820	574	997	544	28	192	
606	944	810	79	256	863	540	472	693	327	196	
972	841	705	691	574	45	635	648	702	626	47	
607	602	867	509	8	151	631	224	26	638	954	
973	452	132	132	433	849	15	989	830	544	872	
608	948	302	169	17	14	546	892	431	310	709	
975	733	767	44	926	412	372	393	704	649	695	
609	613	551	328	814	766	397	715	582	763	112	
976	162	651	698	861	887	118	450	599	378	14	
610	382	941	341	641	890	296	38	250	977	355	
979	699	798	971	80	545	237	347	35	932	429	
612	686	288	870	986	934	499	152	244	66	908	
980	346	878	933	98	30	149	1000	368	718	165	
613	810	160	528	233	561	635	68	851	299	293	
981	565	460	892	405	571	702	717	774	11	752	
614	480	117	732	291	202	607	25	234	141	842	
982	502	313	373	477	166	673	779	175	276	756	
615	76	208	968	43	307	385	734	401	698	116	
983	843	948	724	410	793	508	509	179	466	274	
616	334	722	433	701	414	1	394	738	153	866	
984	269	667	118	830	884	455	479	328	166	982	
617	404	391	657	192	573	857	169	922	958	507	
986	108	751	533	205	346	988	490	714	71	436	
618	87	320	455	959	434	224	598	190	71	518	
987	268	397	358	511	43	529	108	782	430	14	
619	49	818	325	121	67	963	686	995	210	626	
988	128	645	475	266	514	658	4	862	997	811	
620	848	386	838	505	803	151	184	636	856	469	
989	101	144	381	18	114	811	360	286	954	952	
622	241	823	395	61	10	139	721	206	267	543	
990	436	753	761	780	492	181	172	876	53	400	
623	205	823	712	652	437	178	67	862	147	876	
991	601	743	630	537	13	827	426	7	245	391	
624	63	82	287	677	765	528	552	170	192	578	
993	535	228	833	37	730	188	998	435	35	738	
625	252	112	947	861	591	438	56	344	93	585	
994	222	106	171	798	309	444	134	685	886	747	
626	963	225	516	884	1000	165	734	724	42	862	
996	407	688	358	280	619	22	917	946	264	229	
627	209	272	904	66	986	26	839	658	126	609	
997	391	383	702	388	182	175	512	436	623	939	
628	46	164	104	3	948	728	126	9	199	885	
1000	955	486	213	835	363	908	487	561	674	252	
629	848	64	954	984	526	924	129	748	78	692	
32	895	682	44	218	624	464	213	46	891	86	
630	624	399	722	353	418	842	218	658	26	214	
33	692	599	146	133	252	374	716	977	143	209	
631	622	703	614	494	225	113	595	40	723	79	
34	732	410	419	179	507	105	784	594	518	265	
632	489	375	996	135	95	369	752	664	739	329	
36	331	525	740	558	436	389	971	830	227	15	
635	89	638	573	777	826	903	384	272	7	231	
41	152	981	789	374	241	262	663	426	517	321	
637	181	62	773	836	803	331	361	158	475	721	
42	796	82	479	500	545	753	337	334	765	735	
638	702	617	493	196	41	530	991	229	3	991	
44	627	165	280	467	570	14	345	608	976	130	
